OrderKey,CustomerKey,StoreKey,Order Date,Delivery Date,Currency Code,GeoLocationKey
2328002,104748,999999,5/16/2016,5/20/2016,AUD,
2328003,1449949,610,5/16/2016,5/16/2016,USD,
2328004,587649,240,5/16/2016,5/16/2016,EUR,
2328005,438398,240,5/16/2016,5/16/2016,EUR,
2328006,418621,255,5/16/2016,5/16/2016,EUR,
2328007,526164,255,5/16/2016,5/16/2016,EUR,
2328008,501047,190,5/16/2016,5/16/2016,EUR,
2328009,1491897,560,5/16/2016,5/16/2016,USD,
2328010,500144,999999,5/16/2016,5/22/2016,EUR,
2328011,1145984,380,5/16/2016,5/16/2016,GBP,
2328012,250194,80,5/16/2016,5/16/2016,CAD,
2328013,975394,420,5/16/2016,5/16/2016,GBP,
2329000,1404266,510,5/17/2016,5/17/2016,USD,
2329001,1184872,360,5/17/2016,5/17/2016,GBP,
2329002,607356,140,5/17/2016,5/17/2016,EUR,
2329003,1459858,470,5/17/2016,5/17/2016,USD,
2329004,1872005,590,5/17/2016,5/17/2016,USD,
2329005,1756332,610,5/17/2016,5/17/2016,USD,
2329006,567521,999999,5/17/2016,5/21/2016,EUR,
2329007,1123342,420,5/17/2016,5/17/2016,GBP,
2329008,1714301,570,5/17/2016,5/17/2016,USD,
2329009,1413042,999999,5/17/2016,5/18/2016,USD,
2329010,1272285,440,5/17/2016,5/17/2016,USD,
2329011,330150,999999,5/17/2016,5/20/2016,CAD,
2329012,2087058,999999,5/17/2016,5/21/2016,USD,
2329013,1950591,999999,5/17/2016,5/22/2016,USD,
2329014,1480890,440,5/17/2016,5/17/2016,USD,
2329015,913962,360,5/17/2016,5/17/2016,GBP,
2329016,1269390,450,5/17/2016,5/17/2016,USD,
2329017,837312,340,5/17/2016,5/17/2016,EUR,
2330000,1528361,630,5/18/2016,5/18/2016,USD,
2330001,1241747,660,5/18/2016,5/18/2016,USD,
2330002,1687406,480,5/18/2016,5/18/2016,USD,
2330003,135531,60,5/18/2016,5/18/2016,AUD,
2330004,857604,999999,5/18/2016,5/23/2016,EUR,
2330005,1924903,440,5/18/2016,5/18/2016,USD,
2330006,1688818,570,5/18/2016,5/18/2016,USD,
2330007,1969433,550,5/18/2016,5/18/2016,USD,
2330008,253505,100,5/18/2016,5/18/2016,CAD,
2330009,117995,60,5/18/2016,5/18/2016,AUD,
2330010,796191,999999,5/18/2016,5/21/2016,EUR,
2330011,591678,190,5/18/2016,5/18/2016,EUR,
2330012,1793467,585,5/18/2016,5/18/2016,USD,
2330013,1818102,480,5/18/2016,5/18/2016,USD,
2330014,1325989,450,5/18/2016,5/18/2016,USD,
2330015,824641,320,5/18/2016,5/18/2016,EUR,
2330016,32643,999999,5/18/2016,5/22/2016,AUD,
2330018,1560490,550,5/18/2016,5/18/2016,USD,
2330019,1951299,999999,5/18/2016,5/19/2016,USD,
2330020,1861173,650,5/18/2016,5/18/2016,USD,
2330021,948844,360,5/18/2016,5/18/2016,GBP,
2330022,1775337,450,5/18/2016,5/18/2016,USD,
2330023,495703,270,5/18/2016,5/18/2016,EUR,
2331000,1291868,470,5/19/2016,5/19/2016,USD,
2331001,405253,999999,5/19/2016,5/21/2016,EUR,
2331002,1031047,420,5/19/2016,5/19/2016,GBP,
2331003,879917,999999,5/19/2016,5/24/2016,EUR,
2331004,949774,420,5/19/2016,5/19/2016,GBP,
2331005,290095,999999,5/19/2016,5/24/2016,CAD,
2331006,1775251,440,5/19/2016,5/19/2016,USD,
2331007,1872005,650,5/19/2016,5/19/2016,USD,
2331008,1235071,590,5/19/2016,5/19/2016,USD,
2331009,1940393,440,5/19/2016,5/19/2016,USD,
2331010,1878988,630,5/19/2016,5/19/2016,USD,
2331011,461350,999999,5/19/2016,5/22/2016,EUR,
2331012,1277982,999999,5/19/2016,5/21/2016,USD,
2331013,169925,10,5/19/2016,5/19/2016,AUD,
2331014,1389079,590,5/19/2016,5/19/2016,USD,
2331015,1872046,530,5/19/2016,5/19/2016,USD,
2331016,620992,999999,5/19/2016,5/21/2016,EUR,
2331017,34915,10,5/19/2016,5/19/2016,AUD,
2331018,1591550,430,5/19/2016,5/19/2016,USD,
2331019,1320732,510,5/19/2016,5/19/2016,USD,
2331020,1300250,670,5/19/2016,5/19/2016,USD,
2331021,1357568,610,5/19/2016,5/19/2016,USD,
2331022,2031446,650,5/19/2016,5/19/2016,USD,
2331023,1333425,465,5/19/2016,5/19/2016,USD,
2331024,542020,220,5/19/2016,5/19/2016,EUR,
2331025,238065,72,5/19/2016,5/19/2016,CAD,
2332000,1748563,999999,5/20/2016,5/24/2016,USD,
2332001,1836716,440,5/20/2016,5/20/2016,USD,
2332002,1690713,540,5/20/2016,5/20/2016,USD,
2332003,619713,130,5/20/2016,5/20/2016,EUR,
2332004,1390823,999999,5/20/2016,5/28/2016,USD,
2332005,859502,340,5/20/2016,5/20/2016,EUR,
2332006,1345502,999999,5/20/2016,5/22/2016,USD,
2332007,252545,999999,5/20/2016,5/25/2016,CAD,
2332008,582975,200,5/20/2016,5/20/2016,EUR,
2332009,970802,999999,5/20/2016,5/21/2016,GBP,
2332010,1537178,550,5/20/2016,5/20/2016,USD,
2332011,223142,90,5/20/2016,5/20/2016,CAD,
2332012,1478876,999999,5/20/2016,5/24/2016,USD,
2332013,1417193,999999,5/20/2016,5/23/2016,USD,
2332014,1295740,550,5/20/2016,5/20/2016,USD,
2332015,1942337,510,5/20/2016,5/20/2016,USD,
2332016,1501704,999999,5/20/2016,5/22/2016,USD,
2332017,1906497,999999,5/20/2016,5/24/2016,USD,
2333000,1663669,560,5/21/2016,5/21/2016,USD,
2333001,769851,290,5/21/2016,5/21/2016,EUR,
2333002,1114345,400,5/21/2016,5/21/2016,GBP,
2333003,550274,240,5/21/2016,5/21/2016,EUR,
2333004,1621832,610,5/21/2016,5/21/2016,USD,
2333005,519026,230,5/21/2016,5/21/2016,EUR,
2333006,1346611,500,5/21/2016,5/21/2016,USD,
2333007,274967,999999,5/21/2016,5/26/2016,CAD,
2333008,1972768,510,5/21/2016,5/21/2016,USD,
2333009,1358765,999999,5/21/2016,5/28/2016,USD,
2333010,455244,190,5/21/2016,5/21/2016,EUR,
2333011,444160,999999,5/21/2016,5/24/2016,EUR,
2333012,1661516,999999,5/21/2016,5/27/2016,USD,
2333013,292420,90,5/21/2016,5/21/2016,CAD,
2333014,261356,90,5/21/2016,5/21/2016,CAD,
2333015,625297,180,5/21/2016,5/21/2016,EUR,
2333016,1226315,500,5/21/2016,5/21/2016,USD,
2333017,630217,120,5/21/2016,5/21/2016,EUR,
2333018,1694130,630,5/21/2016,5/21/2016,USD,
2333019,319477,72,5/21/2016,5/21/2016,CAD,
2333020,1603395,560,5/21/2016,5/21/2016,USD,
2333021,422321,230,5/21/2016,5/21/2016,EUR,
2333022,1678823,660,5/21/2016,5/21/2016,USD,
2333023,1802052,610,5/21/2016,5/21/2016,USD,
2333024,1762798,999999,5/21/2016,5/25/2016,USD,
2333025,584719,999999,5/21/2016,5/24/2016,EUR,
2333026,1458208,440,5/21/2016,5/21/2016,USD,
2333027,1694135,670,5/21/2016,5/21/2016,USD,
2333028,638283,180,5/21/2016,5/21/2016,EUR,
2333029,1199757,410,5/21/2016,5/21/2016,GBP,
2333030,1496326,605,5/21/2016,5/21/2016,USD,
2334001,1416636,999999,5/22/2016,5/26/2016,USD,
2335000,1837602,465,5/23/2016,5/23/2016,USD,
2335001,1147474,410,5/23/2016,5/23/2016,GBP,
2335002,1233629,630,5/23/2016,5/23/2016,USD,
2335003,414166,200,5/23/2016,5/23/2016,EUR,
2335004,1411724,440,5/23/2016,5/23/2016,USD,
2335005,1464274,670,5/23/2016,5/23/2016,USD,
2335006,2007133,530,5/23/2016,5/23/2016,USD,
2335007,281008,72,5/23/2016,5/23/2016,CAD,
2335008,1509250,590,5/23/2016,5/23/2016,USD,
2335009,1740766,590,5/23/2016,5/23/2016,USD,
2335010,1614150,999999,5/23/2016,5/26/2016,USD,
2335011,2087433,450,5/23/2016,5/23/2016,USD,
2335012,1702792,480,5/23/2016,5/23/2016,USD,
2335013,1778282,480,5/23/2016,5/23/2016,USD,
2336000,1669618,540,5/24/2016,5/24/2016,USD,
2336001,1291414,570,5/24/2016,5/24/2016,USD,
2336002,1098687,999999,5/24/2016,5/29/2016,GBP,
2336003,581252,190,5/24/2016,5/24/2016,EUR,
2336004,1702638,999999,5/24/2016,6/1/2016,USD,
2336005,1756245,470,5/24/2016,5/24/2016,USD,
2336006,1609870,999999,5/24/2016,5/27/2016,USD,
2336007,886136,310,5/24/2016,5/24/2016,EUR,
2336008,114201,999999,5/24/2016,5/29/2016,AUD,
2336009,1386287,999999,5/24/2016,5/30/2016,USD,
2336010,1861844,999999,5/24/2016,5/30/2016,USD,
2336011,1846531,605,5/24/2016,5/24/2016,USD,
2336012,477948,999999,5/24/2016,5/28/2016,EUR,
2336013,1090854,410,5/24/2016,5/24/2016,GBP,
2336015,1815320,500,5/24/2016,5/24/2016,USD,
2336016,640262,180,5/24/2016,5/24/2016,EUR,
2336017,841761,320,5/24/2016,5/24/2016,EUR,
2337000,706108,290,5/25/2016,5/25/2016,EUR,
2337001,1673438,660,5/25/2016,5/25/2016,USD,
2337002,1367924,999999,5/25/2016,5/28/2016,USD,
2337003,1266981,540,5/25/2016,5/25/2016,USD,
2337004,781795,999999,5/25/2016,5/27/2016,EUR,
2337005,968226,410,5/25/2016,5/25/2016,GBP,
2337006,2088994,470,5/25/2016,5/25/2016,USD,
2337007,1996847,660,5/25/2016,5/25/2016,USD,
2337008,2076337,430,5/25/2016,5/25/2016,USD,
2337009,1458544,440,5/25/2016,5/25/2016,USD,
2337010,1711130,999999,5/25/2016,5/30/2016,USD,
2337011,809659,330,5/25/2016,5/25/2016,EUR,
2337012,1276606,440,5/25/2016,5/25/2016,USD,
2337013,446470,240,5/25/2016,5/25/2016,EUR,
2337014,738786,300,5/25/2016,5/25/2016,EUR,
2337015,367004,999999,5/25/2016,5/28/2016,CAD,
2337016,418091,240,5/25/2016,5/25/2016,EUR,
2337017,1289129,465,5/25/2016,5/25/2016,USD,
2337018,897008,310,5/25/2016,5/25/2016,EUR,
2337019,819688,320,5/25/2016,5/25/2016,EUR,
2337020,1878787,550,5/25/2016,5/25/2016,USD,
2337021,1112803,410,5/25/2016,5/25/2016,GBP,
2337022,1535433,560,5/25/2016,5/25/2016,USD,
2337023,872536,999999,5/25/2016,5/30/2016,EUR,
2338000,397285,90,5/26/2016,5/26/2016,CAD,
2338001,1627931,430,5/26/2016,5/26/2016,USD,
2338002,1920128,605,5/26/2016,5/26/2016,USD,
2338003,1738351,540,5/26/2016,5/26/2016,USD,
2338004,1926364,510,5/26/2016,5/26/2016,USD,
2338005,778259,300,5/26/2016,5/26/2016,EUR,
2338006,1742261,570,5/26/2016,5/26/2016,USD,
2338007,1538662,500,5/26/2016,5/26/2016,USD,
2338008,68882,10,5/26/2016,5/26/2016,AUD,
2338009,1956556,999999,5/26/2016,5/30/2016,USD,
2338010,544347,999999,5/26/2016,5/27/2016,EUR,
2338011,1956960,480,5/26/2016,5/26/2016,USD,
2338012,191211,999999,5/26/2016,5/29/2016,AUD,
2338013,1318857,660,5/26/2016,5/26/2016,USD,
2338014,1234127,440,5/26/2016,5/26/2016,USD,
2338015,1359727,999999,5/26/2016,5/29/2016,USD,
2338016,1655634,650,5/26/2016,5/26/2016,USD,
2338017,443720,255,5/26/2016,5/26/2016,EUR,
2338018,313633,999999,5/26/2016,5/29/2016,CAD,
2338019,1675546,999999,5/26/2016,5/31/2016,USD,
2338020,1702256,500,5/26/2016,5/26/2016,USD,
2338021,2010827,570,5/26/2016,5/26/2016,USD,
2338022,2034051,999999,5/26/2016,5/29/2016,USD,
2338023,506507,255,5/26/2016,5/26/2016,EUR,
2338024,126852,60,5/26/2016,5/26/2016,AUD,
2338025,75216,35,5/26/2016,5/26/2016,AUD,
2339000,1295403,570,5/27/2016,5/27/2016,USD,
2339001,2044188,999999,5/27/2016,5/31/2016,USD,
2339002,1413086,999999,5/27/2016,5/30/2016,USD,
2339003,1965339,440,5/27/2016,5/27/2016,USD,
2339004,1311675,590,5/27/2016,5/27/2016,USD,
2339005,809452,330,5/27/2016,5/27/2016,EUR,
2339006,1408551,540,5/27/2016,5/27/2016,USD,
2339007,382347,72,5/27/2016,5/27/2016,CAD,
2339008,656387,160,5/27/2016,5/27/2016,EUR,
2339009,1212831,450,5/27/2016,5/27/2016,USD,
2339010,1346388,605,5/27/2016,5/27/2016,USD,
2339011,2004576,570,5/27/2016,5/27/2016,USD,
2339012,1391489,510,5/27/2016,5/27/2016,USD,
2339013,2071607,605,5/27/2016,5/27/2016,USD,
2339014,1741351,610,5/27/2016,5/27/2016,USD,
2339015,1516541,999999,5/27/2016,5/29/2016,USD,
2339016,699486,999999,5/27/2016,5/29/2016,EUR,
2339017,1471544,999999,5/27/2016,5/28/2016,USD,
2340000,977989,420,5/28/2016,5/28/2016,GBP,
2340001,1156654,999999,5/28/2016,5/30/2016,GBP,
2340002,1996351,999999,5/28/2016,5/29/2016,USD,
2340003,1176223,360,5/28/2016,5/28/2016,GBP,
2340004,445423,190,5/28/2016,5/28/2016,EUR,
2340005,1880923,999999,5/28/2016,6/2/2016,USD,
2340007,437476,190,5/28/2016,5/28/2016,EUR,
2340008,726955,300,5/28/2016,5/28/2016,EUR,
2340009,1713610,530,5/28/2016,5/28/2016,USD,
2340010,1610098,440,5/28/2016,5/28/2016,USD,
2340011,1210105,465,5/28/2016,5/28/2016,USD,
2340012,1964632,450,5/28/2016,5/28/2016,USD,
2340013,1321345,450,5/28/2016,5/28/2016,USD,
2340014,1385421,999999,5/28/2016,5/30/2016,USD,
2340015,972212,390,5/28/2016,5/28/2016,GBP,
2340016,543672,230,5/28/2016,5/28/2016,EUR,
2340017,2091158,630,5/28/2016,5/28/2016,USD,
2340018,15109,50,5/28/2016,5/28/2016,AUD,
2340019,236863,80,5/28/2016,5/28/2016,CAD,
2340020,1574553,999999,5/28/2016,5/31/2016,USD,
2340021,1366540,999999,5/28/2016,5/29/2016,USD,
2340022,348548,72,5/28/2016,5/28/2016,CAD,
2340023,1426124,465,5/28/2016,5/28/2016,USD,
2340024,31784,50,5/28/2016,5/28/2016,AUD,
2340025,819369,330,5/28/2016,5/28/2016,EUR,
2340027,477437,190,5/28/2016,5/28/2016,EUR,
2340028,1914411,570,5/28/2016,5/28/2016,USD,
2340029,882920,999999,5/28/2016,6/2/2016,EUR,
2340030,1548524,510,5/28/2016,5/28/2016,USD,
2340031,2014440,550,5/28/2016,5/28/2016,USD,
2341000,21575,60,5/29/2016,5/29/2016,AUD,
2341001,1508295,670,5/29/2016,5/29/2016,USD,
2342000,1914066,430,5/30/2016,5/30/2016,USD,
2342002,1929402,585,5/30/2016,5/30/2016,USD,
2342003,495236,220,5/30/2016,5/30/2016,EUR,
2342004,1532000,540,5/30/2016,5/30/2016,USD,
2342005,528542,230,5/30/2016,5/30/2016,EUR,
2342006,473689,255,5/30/2016,5/30/2016,EUR,
2342007,1918496,585,5/30/2016,5/30/2016,USD,
2342008,227338,72,5/30/2016,5/30/2016,CAD,
2342009,1784517,510,5/30/2016,5/30/2016,USD,
2342010,1161193,400,5/30/2016,5/30/2016,GBP,
2342011,1501383,510,5/30/2016,5/30/2016,USD,
2342012,420523,999999,5/30/2016,6/5/2016,EUR,
2342013,918800,400,5/30/2016,5/30/2016,GBP,
2343000,867096,320,5/31/2016,5/31/2016,EUR,
2343001,364718,80,5/31/2016,5/31/2016,CAD,
2343002,397223,90,5/31/2016,5/31/2016,CAD,
2343003,1621680,999999,5/31/2016,6/5/2016,USD,
2343004,346994,999999,5/31/2016,6/3/2016,CAD,
2343005,1264862,999999,5/31/2016,6/5/2016,USD,
2343006,2034051,670,5/31/2016,5/31/2016,USD,
2343007,913808,410,5/31/2016,5/31/2016,GBP,
2343008,1597288,605,5/31/2016,5/31/2016,USD,
2343009,59529,40,5/31/2016,5/31/2016,AUD,
2343010,837545,999999,5/31/2016,6/4/2016,EUR,
2343011,469440,190,5/31/2016,5/31/2016,EUR,
2343012,1012329,400,5/31/2016,5/31/2016,GBP,
2343013,935232,410,5/31/2016,5/31/2016,GBP,
2343014,1840005,500,5/31/2016,5/31/2016,USD,
2343015,2059595,530,5/31/2016,5/31/2016,USD,
2343016,1589348,660,5/31/2016,5/31/2016,USD,
2343017,1791044,510,5/31/2016,5/31/2016,USD,
2344000,2031360,999999,6/1/2016,6/2/2016,USD,
2344001,1712358,999999,6/1/2016,6/5/2016,USD,
2344002,1967641,440,6/1/2016,6/1/2016,USD,
2344003,1664195,550,6/1/2016,6/1/2016,USD,
2344004,1908997,500,6/1/2016,6/1/2016,USD,
2344005,2027449,999999,6/1/2016,6/4/2016,USD,
2344006,956441,410,6/1/2016,6/1/2016,GBP,
2344007,1538436,550,6/1/2016,6/1/2016,USD,
2344008,954536,999999,6/1/2016,6/4/2016,GBP,
2344009,1804988,440,6/1/2016,6/1/2016,USD,
2344010,1987593,999999,6/1/2016,6/2/2016,USD,
2344011,884102,340,6/1/2016,6/1/2016,EUR,
2344012,208682,999999,6/1/2016,6/3/2016,CAD,
2344013,1671541,660,6/1/2016,6/1/2016,USD,
2344014,1367711,999999,6/1/2016,6/2/2016,USD,
2344015,120664,50,6/1/2016,6/1/2016,AUD,
2344016,1904257,630,6/1/2016,6/1/2016,USD,
2344017,1252384,650,6/1/2016,6/1/2016,USD,
2344019,1617935,430,6/1/2016,6/1/2016,USD,
2344020,540609,999999,6/1/2016,6/3/2016,EUR,
2344021,1264783,500,6/1/2016,6/1/2016,USD,
2344022,1729878,585,6/1/2016,6/1/2016,USD,
2344023,1545189,999999,6/1/2016,6/3/2016,USD,
2345000,1982994,585,6/2/2016,6/2/2016,USD,
2345001,1503831,999999,6/2/2016,6/5/2016,USD,
2345002,1591588,510,6/2/2016,6/2/2016,USD,
2345003,1541474,530,6/2/2016,6/2/2016,USD,
2345004,382089,90,6/2/2016,6/2/2016,CAD,
2345005,1247394,650,6/2/2016,6/2/2016,USD,
2345006,1995071,590,6/2/2016,6/2/2016,USD,
2345007,1397271,999999,6/2/2016,6/8/2016,USD,
2345009,2081773,440,6/2/2016,6/2/2016,USD,
2345010,1373079,570,6/2/2016,6/2/2016,USD,
2345011,1574161,570,6/2/2016,6/2/2016,USD,
2345012,1418131,465,6/2/2016,6/2/2016,USD,
2345013,847778,320,6/2/2016,6/2/2016,EUR,
2345014,226367,72,6/2/2016,6/2/2016,CAD,
2345015,1543325,570,6/2/2016,6/2/2016,USD,
2345016,1356668,999999,6/2/2016,6/6/2016,USD,
2345017,1566368,605,6/2/2016,6/2/2016,USD,
2345018,1224252,540,6/2/2016,6/2/2016,USD,
2345019,461350,999999,6/2/2016,6/9/2016,EUR,
2345020,371426,90,6/2/2016,6/2/2016,CAD,
2345021,1148016,410,6/2/2016,6/2/2016,GBP,
2345023,1527126,540,6/2/2016,6/2/2016,USD,
2345024,1139462,360,6/2/2016,6/2/2016,GBP,
2345025,1575066,999999,6/2/2016,6/5/2016,USD,
2345026,1367542,999999,6/2/2016,6/5/2016,USD,
2346000,1954649,630,6/3/2016,6/3/2016,USD,
2346001,1754205,550,6/3/2016,6/3/2016,USD,
2346002,1058914,999999,6/3/2016,6/9/2016,GBP,
2346003,1916463,610,6/3/2016,6/3/2016,USD,
2346004,584350,200,6/3/2016,6/3/2016,EUR,
2346005,147341,999999,6/3/2016,6/7/2016,AUD,
2346006,1620151,470,6/3/2016,6/3/2016,USD,
2346007,1544497,450,6/3/2016,6/3/2016,USD,
2346008,1317281,470,6/3/2016,6/3/2016,USD,
2346009,2055087,999999,6/3/2016,6/7/2016,USD,
2346010,1333943,500,6/3/2016,6/3/2016,USD,
2346011,238806,72,6/3/2016,6/3/2016,CAD,
2346012,1258466,530,6/3/2016,6/3/2016,USD,
2346013,1241747,999999,6/3/2016,6/9/2016,USD,
2346014,1258033,560,6/3/2016,6/3/2016,USD,
2346015,570476,999999,6/3/2016,6/8/2016,EUR,
2346016,1037466,380,6/3/2016,6/3/2016,GBP,
2346017,1815310,999999,6/3/2016,6/6/2016,USD,
2347000,1945385,999999,6/4/2016,6/6/2016,USD,
2347001,1918030,999999,6/4/2016,6/8/2016,USD,
2347002,1604393,999999,6/4/2016,6/7/2016,USD,
2347003,803041,999999,6/4/2016,6/7/2016,EUR,
2347004,1551714,999999,6/4/2016,6/6/2016,USD,
2347005,1144135,999999,6/4/2016,6/5/2016,GBP,
2347006,1998163,560,6/4/2016,6/4/2016,USD,
2347007,1900139,999999,6/4/2016,6/9/2016,USD,
2347009,1377680,530,6/4/2016,6/4/2016,USD,
2347010,2038509,999999,6/4/2016,6/9/2016,USD,
2347011,1275061,465,6/4/2016,6/4/2016,USD,
2347012,788408,280,6/4/2016,6/4/2016,EUR,
2347013,1136737,370,6/4/2016,6/4/2016,GBP,
2347014,1982066,630,6/4/2016,6/4/2016,USD,
2347015,358489,999999,6/4/2016,6/7/2016,CAD,
2347016,916866,370,6/4/2016,6/4/2016,GBP,
2347017,634142,140,6/4/2016,6/4/2016,EUR,
2347018,1688255,605,6/4/2016,6/4/2016,USD,
2347019,2085404,650,6/4/2016,6/4/2016,USD,
2347020,392187,72,6/4/2016,6/4/2016,CAD,
2347021,1388434,570,6/4/2016,6/4/2016,USD,
2347022,1929255,630,6/4/2016,6/4/2016,USD,
2347023,659827,170,6/4/2016,6/4/2016,EUR,
2347024,493090,190,6/4/2016,6/4/2016,EUR,
2347025,1441384,430,6/4/2016,6/4/2016,USD,
2347026,305321,72,6/4/2016,6/4/2016,CAD,
2347027,1257599,530,6/4/2016,6/4/2016,USD,
2347028,1807423,999999,6/4/2016,6/10/2016,USD,
2347029,546598,200,6/4/2016,6/4/2016,EUR,
2347030,1188481,360,6/4/2016,6/4/2016,GBP,
2347031,216812,999999,6/4/2016,6/5/2016,CAD,
2348000,1792653,470,6/5/2016,6/5/2016,USD,
2348001,1187611,420,6/5/2016,6/5/2016,GBP,
2349000,406676,200,6/6/2016,6/6/2016,EUR,
2349001,766535,999999,6/6/2016,6/11/2016,EUR,
2349002,1763375,500,6/6/2016,6/6/2016,USD,
2349003,2082534,450,6/6/2016,6/6/2016,USD,
2349004,1019996,420,6/6/2016,6/6/2016,GBP,
2349005,162182,35,6/6/2016,6/6/2016,AUD,
2349006,379770,999999,6/6/2016,6/8/2016,CAD,
2349007,1853699,500,6/6/2016,6/6/2016,USD,
2349008,1001199,999999,6/6/2016,6/10/2016,GBP,
2349009,558614,230,6/6/2016,6/6/2016,EUR,
2349010,1401111,999999,6/6/2016,6/11/2016,USD,
2349011,1467036,530,6/6/2016,6/6/2016,USD,
2349013,1914473,610,6/6/2016,6/6/2016,USD,
2350000,1032154,420,6/7/2016,6/7/2016,GBP,
2350001,1385491,660,6/7/2016,6/7/2016,USD,
2350002,911353,999999,6/7/2016,6/12/2016,GBP,
2350003,93765,40,6/7/2016,6/7/2016,AUD,
2350004,518035,200,6/7/2016,6/7/2016,EUR,
2350005,1397271,500,6/7/2016,6/7/2016,USD,
2350006,793686,999999,6/7/2016,6/10/2016,EUR,
2350007,383459,72,6/7/2016,6/7/2016,CAD,
2350008,1916927,500,6/7/2016,6/7/2016,USD,
2350009,227898,80,6/7/2016,6/7/2016,CAD,
2350010,1291980,999999,6/7/2016,6/10/2016,USD,
2350011,36418,20,6/7/2016,6/7/2016,AUD,
2350012,1452458,630,6/7/2016,6/7/2016,USD,
2350013,2069957,530,6/7/2016,6/7/2016,USD,
2350014,1802406,570,6/7/2016,6/7/2016,USD,
2350015,1919557,610,6/7/2016,6/7/2016,USD,
2350016,40649,60,6/7/2016,6/7/2016,AUD,
2350017,930700,420,6/7/2016,6/7/2016,GBP,
2351000,1557251,605,6/8/2016,6/8/2016,USD,
2351001,392676,80,6/8/2016,6/8/2016,CAD,
2351002,1842830,480,6/8/2016,6/8/2016,USD,
2351003,1731078,605,6/8/2016,6/8/2016,USD,
2351004,1421626,610,6/8/2016,6/8/2016,USD,
2351005,1714238,480,6/8/2016,6/8/2016,USD,
2351006,1670689,590,6/8/2016,6/8/2016,USD,
2351007,1038082,410,6/8/2016,6/8/2016,GBP,
2351008,581940,200,6/8/2016,6/8/2016,EUR,
2351009,479359,230,6/8/2016,6/8/2016,EUR,
2351010,188311,999999,6/8/2016,6/11/2016,AUD,
2351011,1772324,500,6/8/2016,6/8/2016,USD,
2351012,1433539,430,6/8/2016,6/8/2016,USD,
2351013,1575584,560,6/8/2016,6/8/2016,USD,
2351014,130962,999999,6/8/2016,6/11/2016,AUD,
2351015,875798,310,6/8/2016,6/8/2016,EUR,
2351016,2024029,450,6/8/2016,6/8/2016,USD,
2351017,1570075,590,6/8/2016,6/8/2016,USD,
2351018,254142,100,6/8/2016,6/8/2016,CAD,
2351019,1497140,440,6/8/2016,6/8/2016,USD,
2351020,1990185,999999,6/8/2016,6/14/2016,USD,
2351021,1999956,590,6/8/2016,6/8/2016,USD,
2351022,460814,220,6/8/2016,6/8/2016,EUR,
2352000,1690335,999999,6/9/2016,6/15/2016,USD,
2352001,1542898,999999,6/9/2016,6/14/2016,USD,
2352002,1123162,360,6/9/2016,6/9/2016,GBP,
2352003,1701624,999999,6/9/2016,6/13/2016,USD,
2352004,1335682,430,6/9/2016,6/9/2016,USD,
2352005,1292940,999999,6/9/2016,6/17/2016,USD,
2352006,2029797,590,6/9/2016,6/9/2016,USD,
2352007,548802,240,6/9/2016,6/9/2016,EUR,
2352008,120664,50,6/9/2016,6/9/2016,AUD,
2352009,1736630,510,6/9/2016,6/9/2016,USD,
2352010,2052878,999999,6/9/2016,6/11/2016,USD,
2352011,1729134,430,6/9/2016,6/9/2016,USD,
2352012,215067,999999,6/9/2016,6/14/2016,CAD,
2352013,1409729,570,6/9/2016,6/9/2016,USD,
2352014,1772324,470,6/9/2016,6/9/2016,USD,
2352015,2054052,999999,6/9/2016,6/14/2016,USD,
2352016,1820906,570,6/9/2016,6/9/2016,USD,
2352017,1412783,570,6/9/2016,6/9/2016,USD,
2352018,1357970,550,6/9/2016,6/9/2016,USD,
2352019,1619530,999999,6/9/2016,6/12/2016,USD,
2352020,611291,999999,6/9/2016,6/12/2016,EUR,
2352021,1864772,585,6/9/2016,6/9/2016,USD,
2352022,1761910,465,6/9/2016,6/9/2016,USD,
2352023,1504968,610,6/9/2016,6/9/2016,USD,
2352024,564709,999999,6/9/2016,6/13/2016,EUR,
2353000,1274532,999999,6/10/2016,6/15/2016,USD,
2353001,1043858,420,6/10/2016,6/10/2016,GBP,
2353002,366380,100,6/10/2016,6/10/2016,CAD,
2353003,333330,999999,6/10/2016,6/13/2016,CAD,
2353004,1756364,450,6/10/2016,6/10/2016,USD,
2353005,1871416,540,6/10/2016,6/10/2016,USD,
2353006,1246129,999999,6/10/2016,6/14/2016,USD,
2353007,1558551,630,6/10/2016,6/10/2016,USD,
2353008,1895594,999999,6/10/2016,6/15/2016,USD,
2353009,2087983,470,6/10/2016,6/10/2016,USD,
2353010,1531565,610,6/10/2016,6/10/2016,USD,
2353011,403332,999999,6/10/2016,6/15/2016,EUR,
2353012,1720942,560,6/10/2016,6/10/2016,USD,
2353013,1727014,480,6/10/2016,6/10/2016,USD,
2353014,239424,999999,6/10/2016,6/12/2016,CAD,
2353015,1306792,550,6/10/2016,6/10/2016,USD,
2353016,1402107,670,6/10/2016,6/10/2016,USD,
2353017,1433584,660,6/10/2016,6/10/2016,USD,
2354000,224418,72,6/11/2016,6/11/2016,CAD,
2354001,1755781,560,6/11/2016,6/11/2016,USD,
2354002,480505,270,6/11/2016,6/11/2016,EUR,
2354003,552079,270,6/11/2016,6/11/2016,EUR,
2354004,1325310,430,6/11/2016,6/11/2016,USD,
